,Asset_00,Asset_01,Asset_02,Asset_03,Asset_04,Asset_05,Asset_06,Asset_07,Asset_08,Asset_09,Asset_10,Asset_11,Asset_12,Asset_13,Asset_14,Asset_15,Asset_16,Asset_17,Asset_18,Asset_19
2020-01-01,-0.005154465914688107,0.01114862834742026,-0.035539703034822547,0.01561769518926066,0.007476938650997718,0.006774954184303962,0.013671061921790285,0.015887757203285436,0.03592772647003097,0.009277312076794433,-0.009933691627258346,0.03274053591002365,-0.0032497064723633904,-0.007315890935734931,0.010018041375782,0.047867557438301844,-0.03143026770236162,-0.00047788472418599723,-0.009749471804003276,0.002450073196304782
2020-01-02,-0.013855275641473219,-0.021005348952023793,0.01459100885615222,0.0180062681953142,0.006468180744453161,0.01135279511161182,0.010040552809818146,-0.03179148435891609,-0.018928446919835102,-0.0007834958932010233,-0.017102834669169703,0.0003054568795367585,-0.012262011615809,0.012321560143089955,0.015103303574356934,0.019624728772443784,0.027907088672851892,-0.006865828594797829,0.022722505447412077,0.03237975827904811
2020-01-03,-0.01634225872033268,-0.010516037107918475,-0.019279349988763256,-0.04526678924801607,-0.03185794538849542,-0.023577644160491098,0.0009459474024677578,-0.03352349703034789,-0.017973238990931117,-0.04602930291755006,-0.02142101369557407,-0.026672051545169648,-0.025817814428548087,-0.026962697944328748,-0.03839779712874985,-0.05482864170810749,0.0021472797747369016,-0.016186858601628797,-1.1420473381568153e-07,-0.01434742281313079
2020-01-04,0.017242312241911185,-0.022392111601989464,-0.05036314332816897,0.018736822941361825,-0.05120991158080759,0.004061313073236499,0.02411828481773453,-0.012873301347437971,0.023443596200770536,-0.04415639377014888,0.0031990293747645657,-0.006400574608843091,-0.00926802754699083,0.004059194105276401,0.009569052142139222,0.015498015041012421,0.00010099607762737751,-0.04328678665862296,-0.0053412158695575595,-0.027751213393081984
2020-01-05,0.01649311171280718,-0.0017586383241634824,-0.004900938475281039,-0.029090976431094047,-0.010055663384129762,0.012439818514719248,0.0015562017757182744,-0.039377782810787104,0.035499325384696766,-0.019222218870026942,0.00490415662216705,-0.005847930467146609,-0.006446982334204153,-0.01377111802310374,0.0016085171086887284,-0.020305622851263982,0.004367797753031399,-0.0303191614464518,0.020093003022818898,-0.003900915949497234
2020-01-06,-0.010864064195366861,-0.003474903030484832,-0.024703581018125427,0.048169379774839344,-0.006546270907729848,-0.006965001442112951,-0.038288594364278755,-0.016460647442652812,0.006175077536748398,-0.012087810009748044,-0.010631516955539693,0.013391036442800127,-0.011899629337692506,0.00683859366527285,0.004479541919853762,0.005327813060865834,-0.0263615316275973,0.009094900415076511,-0.016837843282075587,0.008895273810623959
2020-01-07,-0.00556747696077236,-0.024353836811338313,0.004009832985489637,-0.00010923139421730897,-0.023786028632610135,0.006740222372248051,-0.03435585662880081,0.005666126029929381,0.04279724596365943,-0.03539011620366297,0.00977607209707879,6.101994971021915e-05,-0.01444812301445122,0.020832111710197027,0.00922264037767599,-0.00020917947379744863,-0.023281334583736907,-0.01001544194430602,-0.01543600822777298,-0.00042093606686266645
2020-01-08,-0.03382983463709624,0.029085106836426046,-0.007460862483036921,-0.02755834362970882,-0.010107729446679484,0.04791505358985616,0.023028451095709876,0.01938700625959614,0.0004919270699281185,-0.013187851112873288,0.011385210468414994,0.01961948364047946,0.02320433714297816,-0.018407695277176336,-0.012387648235331058,-0.012299746011492883,-0.00010359843877546376,-0.01549137627918606,-0.013562058983333444,-0.006484037620931788
2020-01-09,0.005378878140031458,0.058637756103145554,0.01456591510120875,0.014265487771225539,-0.0023373775404886147,0.026389145371044857,0.026880706499132306,0.04796527205409722,0.05534200164761076,0.02149383662900595,0.03460481467705872,0.03205851821218142,0.004776930408216884,-0.0005101378386244606,-0.006990063805462708,0.019061461940720434,0.011926904367858482,0.013662724968643384,0.010542010909809904,0.009754091866450376
2020-01-10,0.001638379249972776,0.0022770083368793435,-0.01255161248917813,0.005255089774620909,-0.006641165647920383,0.020544781873370166,0.026898476755102322,-0.015477112166507032,-0.005624017246641868,-0.01048516775122908,0.005561010095548909,0.011340031408044736,-0.011765546130526883,-0.0028466515242310713,-0.00346777815104917,-0.0005423048517169838,0.01451592154013577,-0.016135433815308492,0.010869823206145598,0.009082842493953499
